Chomp Chomp Food Centre,1.3642304,103.8664113
7-Eleven @ 504 Serangoon North Ave 4,1.3735469,103.8761142
Cheers store @ ESSO 299 Yio Chu Kang Rd,1.3817727,103.8765677
ESSO YIO CHU KANG B,1.3816543,103.8765344
Greenwich V mall,1.3873705,103.8694069
Begonia Minimart,1.3877291,103.8628823
SPC Ang Mo Kio Ave 5,1.3789628,103.8361108
Burger King Kebun Baru CC,1.3732762,103.8373707
Kebun Baru Market and Food Centre,1.367223,103.8400279
SPC Ang Mo Kio Ave 1 (1),1.365345,103.8395899
Junction 8,1.3506808,103.8487631
HAO mart @ 120 Potong Pasir Ave 1,1.3355108,103.8635061
7-Eleven @ 18 Toa Payoh Lor 7,1.3357532,103.8563618
Shell Select @ 248 Toa Payoh Lor 1,1.3410333,103.8488
Shell,1.341095,103.848894
Cheers Toa Payoh Lorong 1,1.3412171,103.8465198
McDonald's Toa Payoh Lorong,1.3412056,103.8463972
SPC Dunearn,1.3230398,103.8193654
SPC Dunearn,1.32308,103.8192527
Shell @ 314 Dunearn Rd,1.323306,103.817319
Shell,1.3233154,103.8173465
Adam Road Food Centre,1.3240414,103.8141545
Khoo Teck Puat Hospital,1.4239907,103.8379538
National University Hospital (NUH) - Singapore,1.2938663,103.7831292
Alexandra Hospital,1.2865882,103.8012749
Gleneagles Hospital,1.3076174,103.8198659
Changi General Hospital,1.3401915,103.9495701
Mount Elizabeth Hospital Accident & Emergency,1.3055915,103.8354837
Mount Alvernia Hospital 24-Hour Clinic and Emergency Services,1.3421426,103.8379371
Ng Teng Fong General Hospital,1.3337448,103.7453915
Parkway East Hospital,1.3152183,103.9090373
Raffles Hospital,1.3011534,103.8570811
Singapore General Hospital,1.279677,103.835984
Tan Tock Seng Hospital,1.3213889,103.8458333
